name,price,condition,brand,model,memory_GB,title,info,link
EVGA NVIDIA GeForce GTX 1070 8 GB,80.0,Pre-Owned,EVGA,NVIDIA GeForce GTX 1070,8.0,EVGA GeForce GTX 1070 SC 8GB GDDR5 Graphics Card (08G-P4-6173-KR) Works great,Pre-Owned · EVGA · NVIDIA GeForce GTX 1070 · 8 GB,https://www.ebay.com/itm/266304669347?epid=19025112561&hash=item3e00fec6a3%3Ag%3AacAAAOSwPahkkHHa&amdata=enc%3AAQAIAAAA4GabURNDShopcRMhweHb2PC5BOx65iL4RJxd7vO9T%2Fx5n2QEDxcR20UCQntgua5Oat5usbf6RM4ph2NLu0AHC1m92PI6WUYNSTALSDPKc3m7zNd4tp%2BmnpsXBnj4Az48MeiKhNPB7CzXdTvrkdQBPQVKmGkkA0acXYj6aMbG5l8BxTXBqoZ5r9tYSDLoL%2BsTXqHei3H6W0ifCtU3vneEAxxucSLWV8xeV50yQAWEIbCxEFFXFreYRQWSkf9dp%2BXy248Ntla%2BBA1cHfdTQ1a6K%2FDJrUByr3Iqs%2BKZT2ukSBfB%7Ctkp%3ABk9SR6DE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
PNY NVIDIA GeForce GTX 1050 2 GB,75.0,Pre-Owned,PNY,NVIDIA GeForce GTX 1050,2.0,PNY GeForce GTX 1050 1455MHz 2GB GDDR5 Graphics Card VCGGTX10502PB,Pre-Owned · PNY · NVIDIA GeForce GTX 1050 · 2 GB,https://www.ebay.com/itm/185955669080?epid=23032171848&hash=item2b4bd25458%3Ag%3A-i0AAOSwgmBklSDc&amdata=enc%3AAQAIAAAAwCxamB1zuc4R9j06R5swDWe1SlrDyY3tn5Ye5%2FH0VPBeZWNsfCUV79xhylmaPOcFKOiEjszqTBLVHd8O7aVWhufsZsFIijXQTS9lpw7rXp%2BHrulRe8WnSDsijPp02gmsaC5g9XJKE7WyaBFfgbKedWXV5dpdiiVl4XNDNnqKlZ%2BcbHCdNPmf3UEGrvuhvjXYKZBCZnIKGG%2FqpGuOmevFhnabp9%2BlnnlnNuyyQ3qbQ5C%2FZhWc%2BQo07Z1deaTMwZQu8A%3D%3D%7Ctkp%3ABk9SR6DE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS Phoenix GeForce RTX 3060 12 GB,224.0,Brand New,ASUS,Phoenix GeForce RTX 3060,12.0,ASUS Phoenix NVIDIA GeForce RTX 3060 12GB GDDR6 Graphics Card (PH-RTX3060-12G),Brand New · ASUS · Phoenix GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/166181933921?epid=23047706937&hash=item26b1371361%3Ag%3A-JcAAOSwS7hhBk7K&amdata=enc%3AAQAIAAAAwE0wa%2BRVXbai2k0Girap%2BKfMNgB0FHhRZxTUHNWaRIVcLY0TRVFQaPy889nyCTbc3E954fmg8BqDyUfl9F76qmmnN2XzhJUdAALa73z%2FBH6UKqFBI89MIJYg2di0CRsecLb%2Bw1pGjcYqenvhamkIFIP%2FVXo%2FhWiqccA6cNJuh%2BqyzLfCbYX70rQGdGeCMvrWZKu7HKIckCtri1TW4q3FAuUutQeLkjMMRLNVQL57cDJDlLrq%2FXflCeNqISeg16eboA%3D%3D%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce GTX 1660 Super 6 GB,100.0,Pre-Owned,MSI,NVIDIA GeForce GTX 1660 Super,6.0,MSI NVIDIA GeForce GTX 1660 Super 6GB GDDR6 Graphics Card - G166SGX,Pre-Owned · MSI · NVIDIA GeForce GTX 1660 Super · 6 GB,https://www.ebay.com/itm/404341754390?epid=5034998181&hash=item5e24a58a16%3Ag%3A5H8AAOSwYF9khyzt&amdata=enc%3AAQAIAAAAwNoNf9ZqZhbKifwLIsn5sWvO2%2BfmRpmNzjMuWlGxgKx68MrLkWBW53iVZv2tlq%2BhIbzFcQVz5rgk%2BlQOIKgBYFgIlksPgQM3b9mh8b%2BROHPbpV9QEEoo6dxOiWkWs%2F7vW4yLJ%2BlMBjGRkmI6WrMXc58CrHAsQBKXKWHRWULkMg%2Fg4cwwHu17KY1AHyeylLl5gXevBUEGGWPAqKHkHfPN%2FWnoW9y7mfxXs%2BKmyBZm1aqPeNlGwuatId2IW6YT4d0GFA%3D%3D%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce GTX 1070 Ti 8 GB,139.99,Pre-Owned,MSI,NVIDIA GeForce GTX 1070 Ti,8.0,MSI Aero NVIDIA GeForce GTX 1070 Ti 8GB FHR GDDR5 256 Bit - Graphics Card,Pre-Owned · MSI · NVIDIA GeForce GTX 1070 Ti · 8 GB,https://www.ebay.com/itm/295300169422?hash=item44c142fece%3Ag%3AQDsAAOSw-y1jWUIN&amdata=enc%3AAQAIAAAAwABnWkgktClop3iq2G6zAwkok1cKKjHjZrCSVsqSn34k9tBwE%2FTw0ymtIjCzDFw2yxfng619ONJVmthFRjFl1qdy01hCCkWOWXFaSOXRUKvXllZ7je%2Fa5sb%2FlJxJ7Tr9gg3GDkelDRedDNsmGFqfw4H5n3rd2ZwlYoYaT9rG9jMnOtCksJ3aY9aYK44sLRhyxtFlU4rWj4HzJ8UsRp5lA4MF%2FvwVFKdP%2FpH%2BDCWw86CvO4VAZNY17Aks8R%2Fz17676g%3D%3D%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ZOTAC NVIDIA GeForce RTX 3060 12 GB,954.9,Pre-Owned,ZOTAC,NVIDIA GeForce RTX 3060,12.0,ZOTAC GAMING GeForce RTX 3060 12GB Graphics Card,Pre-Owned · ZOTAC · NVIDIA GeForce RTX 3060 · 12 GB,https://www.ebay.com/itm/374771623834?epid=7044628097&hash=item574221279a%3Ag%3AF-QAAOSwN8ZklaAH&amdata=enc%3AAQAIAAAA4Evl5lFInZ6vRT04o1xLxiQUGuf4tT70lfz4Q6MKVW9LIifOtrUGRwaTrL2sODa46XTTCxdms3KhCmVgrzHZFZEZ1Be2DsWdAWMhVj%2FORHNJJF%2B8r%2FEG8Buu5djUb9QavsrIaQRgOGRyuQX5wux1oMp6u2uv5CTiUxJ%2Fciu3ITyVNl68ZDUFMWaKIM8hLEIkm2Il9vn0vIX8WPCZyF%2Fx3jPAU2WjpuPvaPuhgbRRnorAtfjuR6w13cTQL3Wdf6WbX0hi%2F41VTcAUswviPEpYhv22Chba08FQuafVhFNfY0Rc%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3060 8 GB,255.0,Pre-Owned,ASUS,NVIDIA GeForce RTX 3060,8.0,ASUS ROG Strix GeForce RTX 3070 8GB GDDR6 Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3060 · 8 GB,https://www.ebay.com/itm/314662211770?epid=14042068867&hash=item49435450ba%3Ag%3A8u8AAOSw0DpkkwMF&amdata=enc%3AAQAIAAAA4Mq%2FTZWUi%2BXTC48voAKrPfQqDUNHPalBeJs5ETALy5z%2BeQnykr74wrHoxWTDw4UWffJSmHrElTJK2j5KW7hxTfP%2BAqwGvLJrT5CaX6AS4gSUYjGu%2B2A4oHoUZE9OmjbNvK5rP6ZY0XIaqtZ5qcjQDwP4Q2O8IviqIbRK4SskdpEbBasg0DGEDxBOOvZUDx6Twc6%2F2afLBsersCiZQsh%2FbnTGV6cyLByCx5F3zA7XewNgXMDpmPBAA7qlvR13bY6K7arqn0aRvFcfp0e0gTd8gCivnZNph2eO%2BBre568fm6sl%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce GTX 1660 4 GB,60.0,Pre-Owned,ASUS,NVIDIA GeForce GTX 1660,4.0,New ListingUsed ASUS Phoenix GeForce GTX 1050 Ti 4GB GDDR5 Graphics Card + Box.,Pre-Owned · ASUS · NVIDIA GeForce GTX 1660 · 4 GB,https://www.ebay.com/itm/334925885178?epid=19003115284&hash=item4dfb236efa%3Ag%3AksQAAOSw6wxkhR4-&amdata=enc%3AAQAIAAAAwKDtjATQG2GyF7MWoImeQqwJyna81oCom2lXXPKQ6tUnc4xY0VRxp9ekI2i0VL8Z9%2B8zAlwy52G2hJdKBJl87C0XehJXgGfhwJvQM0whAn6UTPO0dNcCM5ZgRqAiW%2BFkYJDjx4DcYiJGMqDdBxElkezx38PraZj7r8LAexnzd9zH8nOSVrCc0ikTmgKC4ccw7B1FUHDqp5hEJx5xk79l8iN6M6dj3tNkzSZqdkoXqhltoUVPygQYPfBXfzx7OZiQiA%3D%3D%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 2080 Ti 11 GB,399.95,Pre-Owned,EVGA,NVIDIA GeForce RTX 2080 Ti,11.0,EVGA Geforce RTX 2080 Ti Black Edition Gaming Graphics Card 11G-P4-2281-KR,Pre-Owned · EVGA · NVIDIA GeForce RTX 2080 Ti · 11GB,https://www.ebay.com/itm/295769270377?epid=21031091016&hash=item44dd38e869%3Ag%3A5CUAAOSwO9lkkJzW&amdata=enc%3AAQAIAAAA4McCV1ZQuUWeOSbZJV9eSHQDRL09uqsyQOkYxHltUTT%2BxRVwTEw0yytKb4KVq6mexqS1QH79Oj%2BIfeZV%2B1CVcp0yGtJZFdKedhn15QwX7b39tvOrMv5t9tTn%2FHqa9DqdYq1bFKFf8hWu2DKuynrUMqfgpbmnqc7SjvD%2B4bRCegKzmRitd0zZUtqx5WaZNE3CM2p%2BOB6zaEfX1VtWwBlvCfyNpAewMSwNJ2kgtDtlgMROlGD8tMGkzQSeq%2BldQxhoSJ%2FaeXiburZetwia6soTZyESZ7eSYVOGZKdm9W0EsTFS%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 2080 8 GB,222.22,Pre-Owned,MSI,NVIDIA GeForce RTX 2080,8.0,NVIDIA GeForce RTX 2080 8GB Graphics Video Card GPU OEM Dell WXFDY,Pre-Owned · MSI · NVIDIA GeForce RTX 2080 · 8GB,https://www.ebay.com/itm/204230025735?epid=3030529739&hash=item2f8d0ee207%3Ag%3AEXUAAOSwkHdkgiep&amdata=enc%3AAQAIAAAAwAv2FHjqXt90NtdyNjUa63mR0SLi0yGr1MNQlXVUhy7W%2FLTVmdZuPZ4nHeFico2fN9jmSwpI2xIqXdrAOF5wkJDWYwN4rQFNo%2BWeLQRPn3kng1iXpQ82cua7bz%2FkPN8t5tzpjJ6NKnjkUZhUJdLhScpk5IjohHX%2BOwxc3KFiBs3qQ744TZsmU7RBkPpqDOxRc87kfyjshnCSb%2Bhlp1VAcx3j9GpCPrnfSWIoKdcWrjqK2hhv6gX%2FdXK5G%2Bv67E21CA%3D%3D%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI AMD Radeon RX 6800 16 GB,325.0,Pre-Owned,MSI,AMD Radeon RX 6800,16.0,MSI Radeon RX 6800 GAMING Z TRIO 16G GDDR6 256-Bit HDMI/DP RDNA 2 Graphics Card,Pre-Owned · MSI · AMD Radeon RX 6800 · 16 GB,https://www.ebay.com/itm/166188796302?hash=item26b19fc98e%3Ag%3Ah-gAAOSwkodklZYn&amdata=enc%3AAQAIAAAA4O%2F2m%2BQk914otvEarGVSfYVRTIyXH7u162MsMyySGvrJeayGwCVm5gfWtRgKYSLxRBmQBprMBTjq1S1iSY0sYcfNp5XJLgjtjj5RHdx3WQYxaTFBnyAwaA%2Bn1N7%2BsNXqSBySoiNhAfuHi9YYqf8JxnnOAha1MaP6RBRCTvzlH6JD8KDSKyUaYY6c2qMDlWK4WJrBQm4hQoFQMhimBMCnowlOfNyVGTPixYewcMFLobUqF7y5R%2BgG5VN8FP13SsLLd72sjsO7VgavnW8%2FEl7QvbWGbKToRgEM7%2BSn1%2FMPa9lu%7Ctkp%3ABk9SR6LE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3080 Ti 12 GB,579.99,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3080 Ti,12.0,NVIDIA GeForce RTX 3080 Ti Founders Edition 12GB GDDR6X Graphics Card,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3080 Ti · 12 GB,https://www.ebay.com/itm/235061591873?epid=16047875718&hash=item36bac33f41%3Ag%3AD3QAAOSwvtVklRjD&amdata=enc%3AAQAIAAAAwLPtuNdKOUaiJsmOeoT9UJ%2Bye51jhlMIbjYuKo9lWeJLx3%2F5RVapP40fktd5BU%2Flqwzhdba4TEQUSOSTW%2F9DD7yZFobFvry27%2BGuUJGuArm7oawYsGuyjKBfXtw1Rs5VcXUKxYX%2Bg9C9AVvuvhCeSdnH8LWqgNe8S8Zx5lJfxnFQGc%2BQP9TzV1aSvCa%2BDt%2BlgE06vQjQ4n%2BB111Ld%2FzCnLiah8%2B48pu0K4deYxBToe6%2Fgz5711SFCIbvOo7jxtGQDQ%3D%3D%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI NVIDIA GeForce RTX 3070 Ti 8 GB,320.0,Pre-Owned,MSI,NVIDIA GeForce RTX 3070 Ti,8.0,MSI GeForce RTX 3070 Ti VENTUS 3X OC 8GB GDDR6X Graphics Card,Pre-Owned · MSI · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/235061593806?epid=11047869648&hash=item36bac346ce%3Ag%3AaNsAAOSwNsJklRmo&amdata=enc%3AAQAIAAAAwEilPUwtX1vjJa6w7L0gn6n5L6du69ZfKQNdj3k8SinmSaAsmvWQwpEFmUs1ERSKohjlnCSuVpZtyGo2y73f92rRFkSorDKofp%2F2www60f9tDImsNIODBv2xtaCgao9149X3qcwAw9v5k09BItOl53W%2FV4kPV3d2NmDe3LDODJpT5ewd6m9TjKe41FuKeLlnosow11Qd8ENEAAKehBuhGQ731ZjkgzUGVEE2RV2eobTeJKssmBTBwTjqeVs%2F7SlO6g%3D%3D%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,200.0,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3060 Ti,8.0,New ListingNVIDIA GeForce RTX 3060 Ti Founders Edition 8GB GDDR6 Graphics Card,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/275921942944?epid=17043327583&hash=item403e3ab9a0%3Ag%3ASM0AAOSwZI5kmXye&amdata=enc%3AAQAIAAAA4KdC3%2Brc835smI059o%2BLS1CFvVhM5Ql1MnB0n%2FdKyar%2FztsCuXgiUYD6%2Bcb6emrgyFcRe0OSM9gJY5zaCSyyyPyLyCyzxLWXofRkH12aRIM7iWmwnv53v1Mye8c71MLQXO7Asgl6XrsHumQt7n9LJBakKizfQKlwyaMJ%2BkBMlfc5WA7jNoMKCYuPLRq6VIHUz5lGZjus3COu%2BHGjssGiqvpNCBE52jIPi2n%2BwFqeGgRJtqrfiEVRPf64ZFttue9BcsAo6E7Q6KUpi32oBtO5kIAAKDSSjQvyB7Ph7jwMUaBM%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
POWERCOLOR AMD Radeon RX 5700 XT 8 GB,130.5,Open Box,POWERCOLOR,AMD Radeon RX 5700 XT,8.0,PowerColor Red Devil AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card with Box,Open Box · PowerColor · AMD Radeon RX 5700 XT · 8GB,https://www.ebay.com/itm/166181352013?epid=2306090758&hash=item26b12e324d%3Ag%3AE7sAAOSwFaRkiFyf&amdata=enc%3AAQAIAAAA4N95BF5xlgg8O94BwID7tFMjwnaqtO9adrPSYYYtdz7tnG7WpAbOXCrb0yBP0QpT2VePA28KK5Wx9BPmUtOqeZAKfwwJrJGUB%2B3VYEdsWJfKBzwEey%2BjdIBy4Hj0u%2FOB7fOqYzjfMqXrB48bnk5UOyKcW8tFXHJmvonR7fm4WB8saPzAdlVaTQixWM1acprhsLEm5ZqE%2FUE0kQNX1hH5N2vI47h1rnxnA%2FhhAsxSDTlM%2BaSWQYFIfYBocFzac%2F97gYAWmtg8SDyDcx1%2BmkwaQlk9mRTk%2BbqW%2BYfP%2BBoK98B9%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
GIGABYTE AMD Radeon RX 5700 XT 8 GB,150.0,Pre-Owned,GIGABYTE,AMD Radeon RX 5700 XT,8.0,GIGABYTE AMD Radeon RX 5700 XT 8GB GDDR6 Graphics Card,Pre-Owned · GIGABYTE · AMD Radeon RX 5700 XT · 8 GB,https://www.ebay.com/itm/325660899023?epid=26042863158&hash=item4bd2e6f6cf%3Ag%3A4soAAOSwFLVkZs6t&amdata=enc%3AAQAIAAAAwITo4ZKhXf4PZ0rmO7%2B%2FJhoqsT70YZF9x1BF70oXs4x8tSdC%2Fgq6P%2BlJ38Kv%2BxmaBN6EnvJWaWhkAvyXQPraNeUjy5yIt%2FfsUAneVJ7jCCQfjNx81U2MjRCh6zjAr2FkB52GwVCiJZRlbzvk%2BKcJROYJwnJEBQUqDpKWxuBr8kcGUSp%2FAYOJDd9xvTYzgzDAIKN7bWnAmWC%2FiQkLaCBuCZvDFm2IdKh0dCw32J5zclWacXo%2BCNnSZAJsBi2fiYm3Yg%3D%3D%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce RTX 3060 Ti 8 GB,269.0,Pre-Owned,NVIDIA,NVIDIA GeForce RTX 3060 Ti,8.0,NVIDIA GeForce RTX 3060 Ti Founders Edition 8GB GDDR6 Graphics Card,Pre-Owned · NVIDIA · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/185951686132?epid=17043327583&hash=item2b4b958df4%3Ag%3AuqYAAOSwsLRkki2P&amdata=enc%3AAQAIAAAAwP2xeZwDgeSdeuZU7f1frbbjpN6MJJxeIyps36iRqvwhFwaGzmMd2Dyh53y5aUivNwHDLFwKca2k1zWug%2Bi46xDln%2FoxTpZpEz0M%2FRNbvN0qfMW8OQjLeg%2FgUdSXocASuaYVbgWUaWlXVQt1%2FmlFyotkfN6WsxkJWl2c9XnqX9ey7w1NQwO%2FMRCL8CIbtgyTmZO87ya06vzzN%2FLF4YqMXlfIVUo3ynZK5986UMHCFqHsj5p2BLOOYTYKKEzAXsuD5w%3D%3D%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3070 8 GB,309.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3070,8.0,EVGA GeForce RTX 3070 XC3 ULTRA GAMING 8GB GDDR6 Graphics Card (08G-P5-3755-RX),Pre-Owned · EVGA · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/185944334645?epid=9048850388&hash=item2b4b256135%3Ag%3ATRYAAOSwhYNkjJ7-&amdata=enc%3AAQAIAAAA4PzY%2BKr5UC2aNoscHtWxX4JiVqgYdQNVyIj1ZSfSkZA31VXHMFlYMxTAg595qhx7nNgS5VmNXuc21y4cWbGzyYgE5Fc9Q8lOik1tnZDBFwmdIcpqbwnraOub%2Bz5duvur7nh29kb9f3cDxiIQrEpBhF4FloeL%2F0ZEjz%2Bsn3ZHpo6vLMm0N2xfw8f6ofGNg1j%2BKP3J4HWHhF0d8WyUviEqZIm0jW6JDsjL5VJ4Btka0MCleSiKWUWs66MFIW%2BtpKLUuK2qUgtAV4dKzp1fLUrnPQJdjrGsccY%2BLcYUsVhY3aug%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3070 8 GB,290.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3070,8.0,EVGA 08G-P5-3767-KR GeForce RTX 3070 FTW3 Ultra Gaming Graphics Card - Non LHR,Pre-Owned · EVGA · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/115842421644?epid=5040748103&hash=item1af8bf138c%3Ag%3A99AAAOSwXSVklz3z&amdata=enc%3AAQAIAAAAwIlv1RkqWfPHTeup3Vo6KC3wC8024ZhT3M5t%2FgbrdW%2FibzitOcQW97YrUc4FXwJ%2B1KUB3Dqc5rGnmMed%2BEyvSjd81jQ42joF4xo3ZA%2FkDTXpCdMG1PrsXBIQL2T5e33FPDartcNshBquszjzGmHp0l1Nn0%2F7wMGZ4m9SeCi3w9Epk98TcqwdgRImXQGgGAdA5oXimjaehw4yl%2BBZXXwZ4JglxXsB0CadCBRDrxkKuQbUptJUtnhpf3m7JW6b144BBg%3D%3D%7Ctkp%3ABk9SR6TE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
MSI AMD Radeon RX 570 8 GB,69.95,Pre-Owned,MSI,AMD Radeon RX 570,8.0,MSI Radeon RX 570 8GB ARMOR 8G OC AMD Radeon Graphics Card GPU 8 GB GDDR5 RX570,Pre-Owned · MSI · AMD Radeon RX 570 · 8GB,https://www.ebay.com/itm/334919680181?epid=245161302&hash=item4dfac4c0b5%3Ag%3A2ZsAAOSwdY5kkkVR&amdata=enc%3AAQAIAAAA4Gp2HcWPVwOjBKAKYyGJn941iJpdnsyV5ticwHUN4qlc%2FsiIgxg58FTsbeqrLZ%2FMaIyTdMCvoRK3wR%2BVDuaeDcmhFzxRTrGNu%2FyOcDv8kczhjorPYjRlt1P%2BhVd8veLo00wQUQ%2FZDz%2FTEvmRQDIfpr08tqXaDQhpmVq8eGR9Q%2BEKlBC7kdWvSI7WEr52v5ivx%2FSs81WBK%2BgUzwoP8C7TLSbWqScK5tU7ecOZj4q8EVMdO%2B0xQkoa05Ugmi8flOSjPbTqhRtwhxJVZp2avyGOvEkIsYbhbirJQisFG8dHvFiM%7Ctkp%3ABk9SR6bE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ZOTAC NVIDIA GeForce RTX 3070 8 GB,200.0,Pre-Owned,ZOTAC,NVIDIA GeForce RTX 3070,8.0,New ListingZOTAC GAMING GeForce RTX 3070 Twin Edge OC 8GB GDDR6 Graphics Card,Pre-Owned · ZOTAC · NVIDIA GeForce RTX 3070 · 8 GB,https://www.ebay.com/itm/394702465841?epid=13041886464&hash=item5be619ab31%3Ag%3A0IwAAOSwfxtkmQmE&amdata=enc%3AAQAIAAAAwKfVaU8doPzt%2BWrtUa7t6EDuBjVDk7BtXPmUaXiznYBqD1tH90miw2IH7XhWfjc5%2FH7Pjfu9r5OdMNiMb46eyj%2F8szlxHbe%2F75%2FalqvSLEPc91Abqjugo4DB7Qh9BZ15qjp0vB0L%2FVzwKgf8p1yJXdNOqJoIeahN1NMj%2FKPecxn1F%2BFKceLph%2FhJf7Bc5oVM%2FOpZkIreP9R3d9gPZ7CLnKejQDGTwcARWJmaaUiMiMp80nsd4Zo1mD5DnocTOIh%2FdQ%3D%3D%7Ctkp%3ABk9SR6bE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
EVGA NVIDIA GeForce RTX 3070 Ti 8 GB,410.0,Pre-Owned,EVGA,NVIDIA GeForce RTX 3070 Ti,8.0,EVGA GeForce RTX 3070 Ti FTW3 ULTRA GAMING 8GB GDDR6X Graphics Card...,Pre-Owned · EVGA · NVIDIA GeForce RTX 3070 Ti · 8 GB,https://www.ebay.com/itm/266312427129?epid=11047388442&hash=item3e01752679%3Ag%3A8bcAAOSw425kmHmE&amdata=enc%3AAQAIAAAAwKvEnhSSkHQF2e9%2Boa2Qva2b2WUfurbn1Glp5hOnsM9xhrUJWX%2BswyvHHUaYI%2FigiSY5kNJWTALR7lXTCGD2WHjYKNoNS7gkAZ8K0c7dapRF%2BZIqdNj7ReYo7znUNBiwIvkfM2dPtpFBEQ5O3XuLgaJ%2BW5t8qwDWKMzw9UXpM5oteddvfUr%2FsrTsR7ZyGtJTW77qXja5fcZEnSqOAQlB5I4FM2VXxcvjlyBnjuu%2Bi0dwIGv%2FCBU9id72JeLfV5QlkA%3D%3D%7Ctkp%3ABk9SR6bE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
ASUS NVIDIA GeForce RTX 3060 Ti 8 GB,259.59,Pre-Owned,ASUS,NVIDIA GeForce RTX 3060 Ti,8.0,ASUS TUF NVIDIA GeForce RTX 3060 TI 8GB GDDR6 OC Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3060 Ti · 8 GB,https://www.ebay.com/itm/145146906260?epid=16049131519&hash=item21cb6e0694%3Ag%3AXUYAAOSw2JNkkSyg&amdata=enc%3AAQAIAAAAwAYvSNIlKj3NyMAoXJLt7yW5hUwSYZx%2FPJrs%2B86IypU7RZdlQuSPADbNWZq4QzjHn6UWQ%2F4KxJIDkqAAkv4aaRPbY%2BWEjsvg4nzZxpkPI7mcEARTWxE%2FR7ORNmiJckvULngu816qO4xi2UetoSPVKpDIOZXH838ZlTCt%2B1Oa6%2FkRi2HhheoGTbSYbGTRGTh85i5DC7B0LVM2Q3Iq6%2FOiXP0N4vZD0LKs%2F6FjJ828AxcCwIw43kauMh7mgwuHhN92hQ%3D%3D%7Ctkp%3ABk9SR6bE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
NVIDIA NVIDIA GeForce GTX 1660 6 GB,99.0,Pre-Owned,NVIDIA,NVIDIA GeForce GTX 1660,6.0,NVIDIA GeForce GTX 1660 SUPER 6GB GDDR6 Graphics Card FRU5V10W62696,Pre-Owned · NVIDIA · NVIDIA GeForce GTX 1660 · 6 GB,https://www.ebay.com/itm/325665652158?hash=item4bd32f7dbe%3Ag%3AevcAAOSwwdhkbBiK&amdata=enc%3AAQAIAAAAwI8xN%2BNUPwRBsUw1wsvcTpygr5l66KSsyYrqwMHgYwbCCKFiLtfwpaP3D2RFbY9ZeAFKtWO%2FLTw%2BgDT5r0czcWfPsT%2B9qO0qM1xTuIs0AwytH0T7Y2oLo%2F%2FQZtrzx8iOKGwpk1xCucOHOr4JGOB9VO5CvYIbeNSzq80h50%2Fxiknt3dEZUDB9z51lKbjNvnCmPEUW%2Fcx9zbW9LCn%2BbEterYAs38voYb9mY3Rga6SfIOB9%2BwCnI8J3ZcH7EEW0mzCN9Q%3D%3D%7Ctkp%3ABk9SR6bE0I2fYg&LH_ItemCondition=1000%7C1500%7C2000%7C2020%7C2500%7C3000
